year,id_,socfrend,satjob,satfin,mntlhlth,satself,afailure,slfrspct,ofworth,nogood,optimist,pessimst,notcount,moregood,owndoing,depndabl,hlth4,ballot
2004,573,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,574,5.0,1.0,3.0,10.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,Ballot b
2004,576,4.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,Ballot c
2004,578,5.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,Ballot a
2004,581,4.0,1.0,3.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,Ballot b
2004,584,3.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,Ballot a
2004,586,7.0,1.0,2.0,30.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,Ballot b
2004,591,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Ballot a
2004,592,4.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,594,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot a
2004,597,4.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,Ballot b
2004,601,2.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,Ballot a
2004,602,4.0,2.0,3.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,Ballot c
2004,605,3.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot b
2004,606,4.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,Ballot c
2004,607,4.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot c
2004,609,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,612,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot b
2004,613,5.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot b
2004,614,5.0,2.0,1.0,0.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,Ballot a
2004,619,3.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Ballot a
2004,620,3.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot a
2004,623,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,Ballot c
2004,626,7.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,Ballot b
2004,628,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot b
2004,632,5.0,1.0,2.0,0.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,Ballot b
2004,633,3.0,1.0,3.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot a
2004,634,7.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot b
2004,640,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot a
2004,641,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,644,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,Ballot b
2004,650,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,Ballot b
2004,661,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot b
2004,663,2.0,3.0,3.0,0.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,Ballot a
2004,670,4.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot a
2004,671,4.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,Ballot b
2004,673,5.0,2.0,2.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Ballot a
2004,674,4.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,Ballot c
2004,675,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot a
2004,677,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,Ballot b
2004,680,4.0,2.0,2.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot c
2004,689,3.0,2.0,1.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Ballot a
2004,695,4.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot c
2004,702,4.0,2.0,3.0,0.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot c
2004,703,2.0,1.0,3.0,10.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,Ballot a
2004,707,5.0,4.0,3.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot a
2004,711,4.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,712,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,716,6.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,Ballot a
2004,720,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,Ballot c
2004,727,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,Ballot a
2004,731,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,732,5.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Ballot b
2004,736,7.0,4.0,3.0,25.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,Ballot a
2004,737,3.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,Ballot b
2004,739,2.0,1.0,2.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,Ballot b
2004,740,4.0,2.0,2.0,0.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,Ballot c
2004,743,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot a
2004,745,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,Ballot b
2004,747,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,Ballot c
2004,752,4.0,2.0,3.0,14.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,Ballot c
2004,753,3.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,Ballot b
2004,757,3.0,1.0,2.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,Ballot a
2004,760,7.0,2.0,2.0,10.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,Ballot a
2004,761,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot a
2004,765,5.0,2.0,3.0,20.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Ballot b
2004,771,3.0,3.0,3.0,20.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,Ballot a
2004,772,4.0,2.0,2.0,12.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,774,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot c
2004,775,3.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,Ballot b
2004,776,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,Ballot a
2004,778,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,Ballot b
2004,779,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot a
2004,782,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot c
2004,785,5.0,2.0,2.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot b
2004,786,3.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot a
2004,787,4.0,1.0,2.0,20.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot c
2004,791,3.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,Ballot b
2004,792,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot a
2004,793,4.0,2.0,1.0,0.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot b
2004,804,2.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot b
2004,806,2.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,Ballot a
2004,812,2.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,Ballot a
2004,815,1.0,1.0,1.0,25.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot b
2004,817,4.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,818,4.0,2.0,3.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Ballot a
2004,819,3.0,2.0,3.0,20.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,Ballot b
2004,822,4.0,1.0,2.0,0.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,823,6.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,Ballot a
2004,825,1.0,3.0,2.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,Ballot a
2004,827,2.0,3.0,3.0,0.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,Ballot b
2004,830,2.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,Ballot a
2004,832,6.0,2.0,3.0,10.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,Ballot a
2004,834,4.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot c
2004,837,3.0,1.0,2.0,7.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,Ballot b
2004,838,6.0,1.0,3.0,7.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,Ballot a
2004,839,2.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot b
2004,840,4.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,Ballot c
2004,845,4.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot c
2004,857,2.0,3.0,2.0,10.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Ballot b
2004,882,4.0,3.0,3.0,30.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot c
2004,883,4.0,1.0,3.0,0.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,Ballot c
2004,888,5.0,2.0,3.0,23.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,Ballot a
2004,890,4.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,907,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,Ballot c
2004,908,3.0,2.0,3.0,10.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,Ballot b
2004,909,3.0,2.0,2.0,0.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,Ballot a
2004,910,3.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,911,4.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,Ballot a
2004,913,3.0,2.0,2.0,25.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,Ballot b
2004,916,3.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,Ballot a
2004,917,4.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,Ballot c
2004,922,5.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,Ballot b
2004,926,4.0,2.0,1.0,7.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,Ballot c
2004,929,2.0,1.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,Ballot b
2004,930,4.0,2.0,1.0,20.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Ballot a
2004,931,4.0,2.0,1.0,0.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,Ballot b
2004,937,2.0,2.0,2.0,8.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,Ballot b
2004,938,5.0,3.0,3.0,15.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,Ballot b
2004,940,5.0,2.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,Ballot a
2004,946,3.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,Ballot b
2004,948,3.0,2.0,1.0,15.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,Ballot a
2004,953,4.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot c
2004,956,4.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,959,2.0,4.0,3.0,20.0,1.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,Ballot b
2004,960,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,962,5.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,Ballot a
2004,963,2.0,4.0,3.0,7.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,Ballot b
2004,971,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,972,4.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,Ballot b
2004,973,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,977,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,Ballot c
2004,979,4.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,Ballot c
2004,980,1.0,3.0,1.0,10.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot b
2004,982,5.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,Ballot a
2004,989,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,Ballot c
2004,991,4.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,Ballot a
2004,992,5.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot a
2004,993,5.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,Ballot b
2004,1002,3.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot a
2004,1003,4.0,1.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,Ballot c
2004,1006,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,Ballot a
2004,1011,2.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,Ballot a
2004,1016,4.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,Ballot a
2004,1020,4.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,Ballot a
2004,1024,4.0,1.0,2.0,7.0,1.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot c
2004,1025,7.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,Ballot b
2004,1029,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,Ballot a
2004,1030,4.0,1.0,1.0,10.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,Ballot c
2004,1032,4.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,Ballot b
2004,1033,5.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,Ballot a
2004,1038,3.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,Ballot a
2004,1040,2.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Ballot b
2004,1044,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot a
2004,1045,4.0,1.0,3.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,1053,4.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,Ballot c
2004,1058,5.0,1.0,3.0,0.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,Ballot b
2004,1060,4.0,1.0,1.0,7.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,Ballot c
2004,1064,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,Ballot c
2004,1069,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,Ballot b
2004,1071,4.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,Ballot c
